Depth [mm],Dose [Gy],PDD [%]
33.23809524,1.08156842,60.564024
33.33333333,1.072209609,60.03996354
33.42857143,1.062850799,59.51590309
33.52380952,1.053491988,58.99184263
33.61904762,1.044133177,58.46778218
33.71428571,1.034501904,57.92846475
33.80952381,1.024774426,57.38376027
33.9047619,1.015046949,56.83905579
34,1.005319472,56.2943513
34.0952381,0.9955919944,55.74964682
34.19047619,0.9858645172,55.20494234
34.28571429,0.9761370399,54.66023786
34.38095238,0.9664095627,54.11553338
34.47619048,0.9566820854,53.57082889
34.57142857,0.9469546081,53.02612441
34.66666667,0.9372271309,52.48141993
34.76190476,0.9274996536,51.93671545
34.85714286,0.9177721763,51.39201096
34.95238095,0.9080446991,50.84730648
35.04761905,0.8983172218,50.302602
35.14285714,0.8885897445,49.75789752
35.23809524,0.8788622673,49.21319303
35.33333333,0.86913479,48.66848855
35.42857143,0.8594073127,48.12378407
35.52380952,0.8496798355,47.57907959
35.61904762,0.8399523582,47.0343751
35.71428571,0.8297081806,46.46073722
35.80952381,0.819281562,45.87688329
35.9047619,0.8088549434,45.29302935
36,0.7984283248,44.70917542
36.0952381,0.7880017063,44.12532148
36.19047619,0.7775750877,43.54146755
36.28571429,0.7671484691,42.95761361
36.38095238,0.7567218506,42.37375968
36.47619048,0.746295232,41.78990575
36.57142857,0.7358686134,41.20605181
36.66666667,0.7254419948,40.62219788
36.76190476,0.7150153763,40.03834394
36.85714286,0.7045887577,39.45449001
36.95238095,0.6941621391,38.87063607
37.04761905,0.6837355206,38.28678214
37.14285714,0.673308902,37.70292821
37.23809524,0.6628822834,37.11907427
37.33333333,0.6524556648,36.53522034
37.42857143,0.6420290463,35.9513664
37.52380952,0.6316024277,35.36751247
37.61904762,0.6211758091,34.78365853
37.71428571,0.6116455559,34.2499979
37.80952381,0.6024317989,33.73405995
37.9047619,0.5932180419,33.21812199
38,0.5840042849,32.70218403
38.0952381,0.5747905279,32.18624608
38.19047619,0.5655767709,31.67030812
38.28571429,0.5563630139,31.15437017
38.38095238,0.5471492569,30.63843221
38.47619048,0.5379354999,30.12249425
38.57142857,0.5287217429,29.6065563
38.66666667,0.5195079859,29.09061834
38.76190476,0.5102942289,28.57468039
38.85714286,0.5010804719,28.05874243
38.95238095,0.4918667149,27.54280447
39.04761905,0.4826529579,27.02686652
39.14285714,0.4734392009,26.51092856
39.23809524,0.4642254439,25.99499061
39.33333333,0.4550116869,25.47905265
39.42857143,0.4457979299,24.96311469
39.52380952,0.4365841729,24.44717674
39.61904762,0.4273704159,23.93123878
39.71428571,0.4193709371,23.48329613
39.80952381,0.4118002059,23.05936183
39.9047619,0.4042294747,22.63542754
40,0.3966587435,22.21149324
40.0952381,0.3890880123,21.78755895
40.19047619,0.381517281,21.36362465
40.28571429,0.3739465498,20.93969036
40.38095238,0.3663758186,20.51575606
40.47619048,0.3588050874,20.09182176
40.57142857,0.3512343562,19.66788747
40.66666667,0.343663625,19.24395317
40.76190476,0.3360928938,18.82001888
40.85714286,0.3285221626,18.39608458
40.95238095,0.3209514314,17.97215028
41.04761905,0.3133807002,17.54821599
41.14285714,0.305809969,17.12428169
41.23809524,0.2982392378,16.7003474
41.33333333,0.2906685065,16.2764131
41.42857143,0.2830977753,15.85247881
41.52380952,0.2755270441,15.42854451
41.61904762,0.2679563129,15.00461021
41.71428571,0.2619805005,14.66998575
41.80952381,0.2565678353,14.36689556
